run,tag,step,value
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,980,0.262131005525589
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,1176,0.25761106610298157
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,1372,0.24472512304782867
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,1568,0.23609381914138794
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,1764,0.22916027903556824
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,1960,0.2161146104335785
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,2156,0.21724581718444824
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,2352,0.21264931559562683
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,2548,0.20786286890506744
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,2744,0.2010601907968521
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,2940,0.19664692878723145
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,3136,0.19440771639347076
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,3332,0.1909385323524475
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,3528,0.18626520037651062
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,3724,0.18831399083137512
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_144_date_20220810\validation,evaluation_loss_vs_iterations,3920,0.18500438332557678
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,0,0.8344358205795288
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,1,0.8576411008834839
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,2,0.8708211779594421
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,3,0.8801319599151611
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,4,0.889684796333313
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,5,0.8927572965621948
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,6,0.8975543975830078
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,7,0.9002065062522888
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,8,0.9023313522338867
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,9,0.904719889163971
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,10,0.9068200588226318
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,11,0.9090916514396667
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,12,0.9105498194694519
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,13,0.9120450615882874
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,14,0.9131099581718445
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,15,0.9149445295333862
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,16,0.9159801006317139
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,17,0.9163520932197571
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,18,0.9181632995605469
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_accuracy,19,0.9184947609901428
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,0,0.42713800072669983
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,1,0.49272722005844116
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,2,0.5458110570907593
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,3,0.5711184144020081
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,4,0.6038435697555542
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,5,0.6137215495109558
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,6,0.6312462687492371
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,7,0.641247034072876
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,8,0.6496038436889648
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,9,0.6583980917930603
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,10,0.6663240194320679
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,11,0.6744340062141418
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,12,0.6802782416343689
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,13,0.6856605410575867
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,14,0.6894862651824951
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,15,0.6962723731994629
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,16,0.700468122959137
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,17,0.7018541097640991
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,18,0.7087600827217102
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_binary_iou,19,0.709856390953064
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,0,0.21526463329792023
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,1,0.2867025136947632
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,2,0.3496841490268707
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,3,0.39117926359176636
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,4,0.4325288236141205
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,5,0.4480780065059662
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,6,0.4720492959022522
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,7,0.4874418079853058
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,8,0.49972105026245117
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,9,0.511824905872345
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,10,0.5241862535476685
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,11,0.5351989269256592
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,12,0.5430303812026978
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,13,0.5505589246749878
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,14,0.5570282936096191
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,15,0.5669225454330444
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,16,0.5724543333053589
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,17,0.5754110217094421
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,18,0.5840505361557007
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_dice_coef,19,0.5861160755157471
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,0,0.4134404957294464
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,1,0.3495793640613556
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,2,0.31890663504600525
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,3,0.2992972135543823
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,4,0.28051671385765076
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,5,0.27281689643859863
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,6,0.2617188096046448
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,7,0.2539628744125366
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,8,0.2490382194519043
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,9,0.24254517257213593
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,10,0.23718224465847015
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,11,0.23191295564174652
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,12,0.22795873880386353
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,13,0.2240784466266632
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,14,0.22094176709651947
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,15,0.21663223206996918
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,16,0.21386124193668365
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,17,0.21256019175052643
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,18,0.20792920887470245
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\train,epoch_loss,19,0.2069651335477829
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,0,0.8539538383483887
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,1,0.8683578372001648
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,2,0.8814256191253662
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,3,0.8977400660514832
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,4,0.9032809734344482
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,5,0.9097691178321838
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,6,0.9097735285758972
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,7,0.9152764081954956
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,8,0.9193243384361267
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,9,0.9158837795257568
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,10,0.9203315377235413
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,11,0.9185776114463806
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,12,0.9211688041687012
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,13,0.9242872595787048
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,14,0.9263622760772705
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,15,0.9247239232063293
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,16,0.9256433248519897
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,17,0.9277264475822449
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,18,0.9294449687004089
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_accuracy,19,0.9283649325370789
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,0,0.42697688937187195
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,1,0.5010996460914612
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,2,0.5408346056938171
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,3,0.6206002235412598
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,4,0.6292710900306702
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,5,0.6620779037475586
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,6,0.6568502187728882
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,7,0.6917089819908142
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,8,0.7006930708885193
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,9,0.6990174651145935
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,10,0.6982871890068054
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,11,0.7187919616699219
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,12,0.7163951396942139
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,13,0.7191551923751831
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,14,0.731778085231781
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,15,0.7297881841659546
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,16,0.73122239112854
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,17,0.7381491661071777
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,18,0.7433006763458252
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_binary_iou,19,0.7431079149246216
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,0,0.23387882113456726
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,1,0.29232069849967957
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,2,0.3772587478160858
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,3,0.46577900648117065
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,4,0.47835224866867065
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,5,0.5237287282943726
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,6,0.5163640975952148
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,7,0.564924955368042
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,8,0.5738130211830139
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,9,0.5834248065948486
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,10,0.5822717547416687
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,11,0.5840734243392944
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,12,0.5902538895606995
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,13,0.5969471335411072
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,14,0.6210355758666992
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,15,0.6235345602035522
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,16,0.6266677975654602
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,17,0.6360935568809509
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,18,0.6410027146339417
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_dice_coef,19,0.6485369205474854
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,0,0.35352280735969543
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,1,0.33397117257118225
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,2,0.30813297629356384
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,3,0.26645684242248535
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,4,0.25225576758384705
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,5,0.2362712025642395
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,6,0.23272959887981415
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,7,0.2221078723669052
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,8,0.21049468219280243
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,9,0.2167859971523285
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,10,0.20588847994804382
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,11,0.209974467754364
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,12,0.20526191592216492
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,13,0.1950865089893341
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,14,0.18935874104499817
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,15,0.19221237301826477
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,16,0.192777618765831
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,17,0.18541035056114197
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,18,0.1816423386335373
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,epoch_loss,19,0.18179138004779816
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,evaluation_accuracy_vs_iterations,196,0.8539538383483887
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,evaluation_accuracy_vs_iterations,392,0.8683578372001648
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,evaluation_accuracy_vs_iterations,588,0.8814256191253662
fit\sentinel_2\unet_model_opt_adam_lr_0.001_batch_32_epochs_20_filters_16_size_176_date_20220810\validation,evaluation_accuracy_vs_iterations,784,0.8977400660514832
